name,address,level,name_clean,is_thrombectomy_center,geocode,latitude,longitude,name_cleaned
Universitätsklinikum Mannheim,"Theodor-Kutzer-Ufer 1-3, 68167 Mannheim, Baden-Württemberg",Überregionale Stroke Unit,universitätsklinikum mannheim,True,"Universitätsmedizin Mannheim, 1-3, Theodor-Kutzer-Ufer, Wohlgelegen, Neckarstadt-Ost, Neckarstadt-Ost/Wohlgelegen, Mannheim, Baden-Württemberg, 68167, Deutschland",49.4923524,8.4867398,universitätsklinikum mannheim
Universitätsklinikum Heidelberg,"Im Neuenheimer Feld 400, 69120 Heidelberg, Baden-Württemberg",Überregionale Stroke Unit,universitätsklinikum heidelberg,False,"Kopfklinik, 400, Im Neuenheimer Feld, Neuenheimer Feld, Neuenheim, Heidelberg, Baden-Württemberg, 69120, Deutschland",49.4178232,8.6665692,universitätsklinikum heidelberg
Klinikum Stuttgart - Katharinenhospital,"Kriegsbergstr. 60, 70174 Stuttgart, Baden-Württemberg",Überregionale Stroke Unit,klinikum stuttgart - katharinenhospital,True,"Katharinenhospital, 60, Kriegsbergstraße, Universität, Stuttgart-Mitte, Stuttgart, Baden-Württemberg, 70174, Deutschland",48.7837421,9.1733136,klinikum stuttgart - katharinenhospital
Marienhospital Stuttgart,"Böheimstr. 37, 70199 Stuttgart, Baden-Württemberg",Regionale Stroke Unit,marienhospital stuttgart,True,"Sankt Maria, 37, Böheimstraße, Stuttgart-Süd, Heslach, Stuttgart-Süd, Stuttgart, Baden-Württemberg, 70199, Deutschland",48.7609892,9.1633814,marienhospital stuttgart
Robert-Bosch-Krankenhaus GmbH,"Roter Stich 149, 70376 Stuttgart, Baden-Württemberg",Regionale Stroke Unit,robert-bosch-krankenhaus gmbh,False,"149, Roter Stich, Burgholzhof, Bad Cannstatt, Stuttgart, Baden-Württemberg, 70376, Deutschland",48.8162917,9.1882355,robert-bosch-krankenhaus gmbh
Klinikum Sindelfingen-Böblingen,"Arthur-Gruber-Str. 70, 71065 Sindelfingen, Baden-Württemberg",Regionale Stroke Unit,klinikum sindelfingen-böblingen,False,"Kliniken Sindelfingen, 70, Arthur-Gruber-Straße, Sindelfingen (Stadt), Sindelfingen, Landkreis Böblingen, Baden-Württemberg, 71065, Deutschland",48.7152057,9.0245021,klinikum sindelfingen-böblingen
Rems-Murr-Klinikum Winnenden,"Holunderweg 2, 71364 Winnenden, Baden-Württemberg",Regionale Stroke Unit,rems-murr-klinikum winnenden,False,"2, Holunderweg, Wohnpark Arkadien, Winnenden, Gemeindeverwaltungsverband Winnenden, Rems-Murr-Kreis, Baden-Württemberg, 71364, Deutschland",48.8713043,9.3911886,rems-murr-klinikum winnenden
Klinikum Ludwigsburg,"Erlachhofstr. 17, 71640 Ludwigsburg, Baden-Württemberg",Überregionale Stroke Unit,klinikum ludwigsburg,True,"17, Erlachhofstraße, Ludwigsburg - Ost, Ludwigsburg-Ost, Ludwigsburg, Landkreis Ludwigsburg, Baden-Württemberg, 71640, Deutschland",48.8998625,9.2045032,klinikum ludwigsburg
Universitätsklinikum Tübingen,"Frondsbergstraße 45, 72076 Tübingen, Baden-Württemberg",Überregionale Comprehensive Stroke Unit,universitätsklinikum tübingen,True,"45, Frondsbergstraße, Universität, Tübingen, Landkreis Tübingen, Baden-Württemberg, 72070, Deutschland",48.5279317,9.0464705,universitätsklinikum tübingen
SRH Klinikum Sigmaringen,"Hohenzollernstr. 40, 72488 Sigmaringen, Baden-Württemberg",Regionale Stroke Unit,srh klinikum sigmaringen,False,"SRH Krankenhaus Sigmaringen, 40, Hohenzollernstraße, Sigmaringen, Gemeindeverwaltungsverband Sigmaringen, Landkreis Sigmaringen, Baden-Württemberg, 72488, Deutschland",48.0962143,9.2261249,srh klinikum sigmaringen
"Kreiskliniken Reutlingen GmbH, Klinik am Steinenberg","Steinenbergstr. 31, 72764 Reutlingen, Baden-Württemberg",Regionale Stroke Unit,kreiskliniken reutlingen gmbh klinik am steinenberg,False,"Klinikum am Steinenberg, 31, Steinenbergstraße, Reutlingen (Kernstadt), Reutlingen, Landkreis Reutlingen, Baden-Württemberg, 72764, Deutschland",48.483878,9.218334,"kreiskliniken reutlingen gmbh, klinik am steinenberg"
Klinikum Christophsbad,"Faurndauer Str. 6-28, 73035 Göppingen, Baden-Württemberg",Regionale Stroke Unit,klinikum christophsbad,True,"Christophsbad, 6-28, Faurndauer Straße, Südstadt, Göppingen (Kernstadt), Göppingen, Vereinbarte Verwaltungsgemeinschaft der Stadt Göppingen, Landkreis Göppingen, Baden-Württemberg, 73035, Deutschland",48.7007419,9.6444354,klinikum christophsbad
medius Klinik Kirchheim,"Eugenstr. 3, 73230 Kirchheim unter Teck, Baden-Württemberg",Regionale Stroke Unit,medius klinik kirchheim,False,"3, Eugenstraße, Kirchheim unter Teck, Vereinbarte Verwaltungsgemeinschaft der Stadt Kirchheim unter Teck, Landkreis Esslingen, Baden-Württemberg, 73230, Deutschland",48.652175,9.4422059,medius klinik kirchheim
Ostalb-Klinikum Aalen,"Steinbeisstraße 33, 73430 Aalen, Baden-Württemberg",Regionale Stroke Unit,ostalb-klinikum aalen,False,"33, Steinbeisstraße, Weidenfeld, Wasseralfingen, Affalterried, Aalen, Verwaltungsgemeinschaft Aalen, Ostalbkreis, Baden-Württemberg, 73430, Deutschland",48.8508088,10.0875094,ostalb-klinikum aalen
Klinikum Esslingen,"Hirschlandstr. 97, 73730 Esslingen, Baden-Württemberg",Regionale Stroke Unit,klinikum esslingen,False,"97, Hirschlandstraße, Oberesslingen, Esslingen am Neckar, Landkreis Esslingen, Baden-Württemberg, 73730, Deutschland",48.7388874,9.3259829,klinikum esslingen
SLK-Kliniken Heilbronn GmbH,"Am Gesundbrunnen 20-26, 74078 Heilbronn, Baden-Württemberg",Überregionale Stroke Unit,slk-kliniken heilbronn gmbh,False,"20-26, Am Gesundbrunnen, Neckargartach, Heilbronn, Baden-Württemberg, 74078, Deutschland",49.1542812,9.1898226,slk-kliniken heilbronn gmbh
Diakonie-Klinikum Schwäbisch Hall gGmbH,"Alte Steige 1, 74523 Schwäbisch Hall, Baden-Württemberg",Regionale Stroke Unit,diakonie-klinikum schwäbisch hall ggmbh,False,"1, Alte Steige, Gelbingen, Schwäbisch Hall, Verwaltungsgemeinschaft Schwäbisch Hall, Landkreis Schwäbisch Hall, Baden-Württemberg, 74523, Deutschland",49.1311946,9.7453876,diakonie-klinikum schwäbisch hall ggmbh
Helios Klinikum Pforzheim,"Kanzlerstr. 2-6, 75175 Pforzheim, Baden-Württemberg",Regionale Stroke Unit,helios klinikum pforzheim,False,"2-6, Kanzlerstraße, Oststadt, Pforzheim, Baden-Württemberg, 75175, Deutschland",48.8889734,8.7123224,helios klinikum pforzheim
Städtisches Klinikum Karlsruhe,"Moltkestr. 90, 76133 Karlsruhe, Baden-Württemberg",Überregionale Comprehensive Stroke Unit,städtisches klinikum karlsruhe,True,"Haus A (Verwaltung), 90, Moltkestraße, Binsenschlauch, Nordweststadt, Karlsruhe, Baden-Württemberg, 76133, Deutschland",49.0156523,8.3745829,städtisches klinikum karlsruhe
SRH Klinikum Karlsbad-Langensteinbach GmbH,"Höhenstr. 2, 76307 Karlsbad-Langensteinbach, Baden-Württemberg",Überregionale Stroke Unit,srh klinikum karlsbad-langensteinbach gmbh,True,"2, Höhenstraße, Langensteinbach, Karlsbad, Landkreis Karlsruhe, Baden-Württemberg, 76307, Deutschland",48.9060921,8.5038105,srh klinikum karlsbad-langensteinbach gmbh
Klinikum Mittelbaden Rastatt,"Engelstr. 39, 76437 Rastatt, Baden-Württemberg",Regionale Stroke Unit,klinikum mittelbaden rastatt,False,"722200933752, Engelstr. 39, 39, Engelstraße, Georgenvorstadt, Rastatt, Vereinbarte Verwaltungsgemeinschaft Rastatt, Landkreis Rastatt, Baden-Württemberg, 76437, Deutschland",48.8614309,8.2053856,klinikum mittelbaden rastatt
Fürst-Stirum-Klinik Bruchsal,"Gutleutstr. 1-14, 76646 Bruchsal, Baden-Württemberg",Telemedizinisch vernetzte Stroke Unit,fürst-stirum-klinik bruchsal,False,"Fürst-Stirum-Klinik, 1-14, Gutleutstraße, Bruchsal, Verwaltungsgemeinschaft Bruchsal, Landkreis Karlsruhe, Baden-Württemberg, 76646, Deutschland",49.1321188,8.6039746,fürst-stirum-klinik bruchsal
Asklepios Südpfalzklinik Kandel,"Luitpoldstr. 14, 76870 Kandel, Rheinland-Pfalz",Telemedizinisch vernetzte Stroke Unit,asklepios südpfalzklinik kandel,False,"14, Luitpoldstraße, Minderslachen, Kandel, Landkreis Germersheim, Rheinland-Pfalz, 76870, Deutschland",49.0861838,8.2008809,asklepios südpfalzklinik kandel
Ortenau Klinikum Offenburg-Kehl,"Am Rittweg 16, 77654 Offenburg, Baden-Württemberg",Regionale Stroke Unit,ortenau klinikum offenburg-kehl,False,"16, Am Rittweg, Rammersweier, Offenburg, Verwaltungsgemeinschaft Offenburg, Ortenaukreis, Baden-Württemberg, 77654, Deutschland",48.4752686,7.9562811,ortenau klinikum offenburg-kehl
Ortenau Klinikum Lahr-Ettenheim,"Klostenstr. 12, 77933 Lahr, Baden-Württemberg",Überregionale Stroke Unit,ortenau klinikum lahr-ettenheim,False,"12, Klostenstraße, Burgheim, Lahr/Schwarzwald, Verwaltungsgemeinschaft Lahr/Schwarzwald, Ortenaukreis, Baden-Württemberg, 77933, Deutschland",48.34535,7.8856607,ortenau klinikum lahr-ettenheim
Schwarzwald-Baar Klinikum Villingen-Schwenningen GmbH,"Vor dem Klosterwald 7, 78052 Villingen-Schwenningen, Baden-Württemberg",Überregionale Stroke Unit,schwarzwald-baar klinikum villingen-schwenningen gmbh,True,"7, Vor dem Klosterwald, Schilterhäusle, Villingen, Villingen-Schwenningen, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, 78052, Deutschland",48.0674358,8.494114,schwarzwald-baar klinikum villingen-schwenningen gmbh
Hegau-Bodensee-Klinikum Singen,"Virchowstr. 5, 78224 Singen, Baden-Württemberg",Regionale Stroke Unit,hegau-bodensee-klinikum singen,False,"5, Virchowstraße, Singen (Hohentwiel), Verwaltungsgemeinschaft Singen (Hohentwiel), Landkreis Konstanz, Baden-Württemberg, 78224, Deutschland",47.7574448,8.8206546,hegau-bodensee-klinikum singen
Universitätsklinikum Freiburg,"Breisacher Str. 64, 79106 Freiburg, Baden-Württemberg",Überregionale Stroke Unit,universitätsklinikum freiburg,False,"Neurozentrum, 64, Breisacher Straße, Uni-Carré, Stühlinger-Eschholz, Stühlinger, Freiburg im Breisgau, Baden-Württemberg, 79106, Deutschland",48.006006,7.8350499,universitätsklinikum freiburg
Kreiskrankenhaus Lörrach,"Spitalstr. 25, 79539 Lörrach, Baden-Württemberg",Regionale Stroke Unit,kreiskrankenhaus lörrach,False,"25, Spitalstraße, Bulgarien-Viertel, Lörrach (Kernstadt), Untertüllingen, Lörrach, Verwaltungsgemeinschaft Lörrach, Landkreis Lörrach, Baden-Württemberg, 79539, Deutschland",47.6143504,7.6582598,kreiskrankenhaus lörrach
Helios Klinikum München West,"Steinerweg 5, 81241 München, Bayern",Überregionale Stroke Unit,helios klinikum münchen west,True,"5, Steinerweg, Pasing, Pasing-Obermenzing, München, Bayern, 81241, Deutschland",48.1444878,11.4542841,helios klinikum münchen west
LMU Klinikum Campus Großhadern,"Marchioninistr. 15, 81377 München, Bayern",Überregionale Stroke Unit,lmu klinikum campus großhadern,True,"Klinikum Großhadern, 15, Marchioninistraße, Großhadern, Hadern, München, Bayern, 81377, Deutschland",48.1107056,11.4693622,lmu klinikum campus großhadern
München Klinik Harlaching,"Sanatoriumsplatz 2, 81545 München, Bayern",Überregionale Stroke Unit,münchen klinik harlaching,True,"München Klinik Harlaching, 2, Sanatoriumsplatz, Harlaching, Untergiesing-Harlaching, München, Bayern, 81545, Deutschland",48.0856455,11.5572092,münchen klinik harlaching
Klinikum rechts der Isar der TMU,"Ismaninger Str. 22, 81675 München, Bayern",Überregionale Stroke Unit,klinikum rechts der isar der tmu,True,"Klinikum rechts der Isar, 22, Ismaninger Straße, Steinhausen, Au-Haidhausen, München, Bayern, 81675, Deutschland",48.1378387,11.6015956,klinikum rechts der isar der tmu
München Klinik Bogenhausen,"Englschalkinger Str. 77, 81925 München, Bayern",Überregionale Stroke Unit,münchen klinik bogenhausen,False,"München Klinik Bogenhausen, 77, Englschalkinger Straße, Priel, Herzogpark, Bogenhausen, München, Bayern, 81925, Deutschland",48.1551599,11.6247172,münchen klinik bogenhausen
Klinikum Fürstenfeldbruck,"Dachauer Str. 33, 82256 Fürstenfeldbruck, Bayern",Regionale Stroke Unit,klinikum fürstenfeldbruck,False,"Klinikum Fürstenfeldbruck, 33, Dachauer Straße, Fürstenfeld, Fürstenfeldbruck, Landkreis Fürstenfeldbruck, Bayern, 82256, Deutschland",48.1808812,11.2593161,klinikum fürstenfeldbruck
Krankenhaus GmbH Landkreis Weilheim-Schongau - Krankenhaus Weilheim,"Johann-Baur-Str. 4, 82362 Weilheim, Bayern",Telemedizinisch vernetzte Stroke Unit,krankenhaus gmbh landkreis weilheim-schongau - krankenhaus weilheim,False,"Johann-Baur-Straße, Weilheim in Oberbayern, Landkreis Weilheim-Schongau, Bayern, 82362, Deutschland",47.8375238,11.1461613,krankenhaus gmbh landkreis weilheim-schongau - krankenhaus weilheim
BG Unfallklinik Murnau,"Professor-Küntscher-Str. 4, 82418 Murnau am Staffelsee, Bayern",Regionale Stroke Unit,bg unfallklinik murnau,False,"4, Professor-Küntscher-Straße, Weindorf, Hechendorf, Murnau am Staffelsee, Landkreis Garmisch-Partenkirchen, Bayern, 82418, Deutschland",47.672016,11.2129992,bg unfallklinik murnau
RoMed Klinikum Rosenheim,"Pettenkoferstr. 10, 83022 Rosenheim, Bayern",Regionale Stroke Unit,romed klinikum rosenheim,False,"RoMed Klinikum Rosenheim, 10, Pettenkoferstraße, Schmucken, Kastenau, Rosenheim, Bayern, 83022, Deutschland",47.8601386,12.1323599,romed klinikum rosenheim
Schön Klinik Bad Aibling Harthausen,"Kolbermoorer Str. 72, 83043 Bad Aibling, Bayern",Regionale Comprehensive Stroke Unit,schön klinik bad aibling harthausen,False,"Schön Klinik Bad Aibling-Harthausen, 72, Kolbermoorer Straße, Ghersburg, Harthausen, Bad Aibling, Landkreis Rosenheim, Bayern, 83043, Deutschland",47.8568992,12.02925,schön klinik bad aibling harthausen
"Kliniken Südostbayern, Klinikum Traunstein","Cuno-Niggl-Str. 3, 83278 Traunstein, Bayern",Überregionale Stroke Unit,kliniken südostbayern klinikum traunstein,False,"3, Cuno-Niggl-Straße, Neu-Traunstein, Gemarkung Traunstein, Traunstorf, Traunstein, Landkreis Traunstein, Bayern, 83278, Deutschland",47.873791,12.6318425,"kliniken südostbayern, klinikum traunstein"
Kreisklinik Bad Reichenhall,"Riedelstr. 5, 83435 Bad Reichenhall, Bayern",Telemedizinisch vernetzte Stroke Unit,kreisklinik bad reichenhall,False,"5, Riedelstraße, Nonn, Bad Reichenhall, Landkreis Berchtesgadener Land, Bayern, 83435, Deutschland",47.7280751,12.8717201,kreisklinik bad reichenhall
kbo-Inn-Salzach-Klinikum Wasserburg,"Gabersee 1, 83512 Wasserburg am Inn, Bayern",Regionale Stroke Unit,kbo-inn-salzach-klinikum wasserburg,False,"Gabersee, Kroit, Reitmehring, Wasserburg am Inn, Landkreis Rosenheim, Bayern, 83512, Deutschland",48.0598022,12.202512,kbo-inn-salzach-klinikum wasserburg
Asklepios Stadtklinik Bad Tölz GmbH,"Schützenstr. 15, 83646 Bad Tölz, Bayern",Regionale Stroke Unit,asklepios stadtklinik bad tölz gmbh,False,"15, Schützenstraße, Bad Tölz, Landkreis Bad Tölz-Wolfratshausen, Bayern, 83646, Deutschland",47.7566566,11.5515049,asklepios stadtklinik bad tölz gmbh
Krankenhaus Agatharied,"Norbert-Kerkel-Platz, 83734 Hausham, Bayern",Regionale Stroke Unit,krankenhaus agatharied,False,"Norbert-Kerkel-Platz, Poschmühl, Agatharied, Hausham, Landkreis Miesbach, Bayern, 83734, Deutschland",47.768863,11.8271916,krankenhaus agatharied
Klinikum Landshut,"Robert-Koch-Str. 1, 84034 Landshut, Bayern",Regionale Stroke Unit,klinikum landshut,False,"Klinikum Landshut, 1, Robert-Koch-Straße, Landshut-West, West, Landshut, Bayern, 84034, Deutschland",48.5376922,12.1374237,klinikum landshut
DONAUISAR Klinikum Dingolfing,"Teisbacher Str. 1, 84130 Dingolfing, Bayern",Telemedizinisch vernetzte Stroke Unit,donauisar klinikum dingolfing,False,"Donauisar Klinikum Dingolfing, 1, Teisbacher Straße, Krautau, Oberdingolfing, Dingolfing, Landkreis Dingolfing-Landau, Bayern, 84130, Deutschland",48.6217338,12.4898451,donauisar klinikum dingolfing
LAKUMED Krankenhaus Vilsbiburg,"Krankenhausstr. 2, 84137 Vilsbiburg, Bayern",Telemedizinisch vernetzte Stroke Unit,lakumed krankenhaus vilsbiburg,False,"Kreiskrankenhaus, 2, Krankenhausstraße, Vilsbiburg, Landkreis Landshut, Bayern, 84137, Deutschland",48.4449248,12.360079,lakumed krankenhaus vilsbiburg
Rottal-Inn Kliniken Eggenfelden,"Simonsöder Allee 20, 84307 Eggenfelden, Bayern",Telemedizinisch vernetzte Stroke Unit,rottal-inn kliniken eggenfelden,False,"20, Simonsöder Allee, Bruck, Falterer, Eggenfelden, Landkreis Rottal-Inn, Bayern, 84307, Deutschland",48.4133097,12.7600363,rottal-inn kliniken eggenfelden
InnKlinikum Altötting,"Vinzenz-von-Paul-Str. 10, 84503 Altötting, Bayern",Regionale Stroke Unit,innklinikum altötting,False,"radio-log Altötting, 8-10, Vinzenz-von-Paul-Straße, Herrenmühle, Altötting, Landkreis Altötting, Bayern, 84503, Deutschland",48.2339889,12.6751487,innklinikum altötting
Klinikum Ingolstadt,"Krumenauerstr. 25, 85049 Ingolstadt, Bayern",Überregionale Stroke Unit,klinikum ingolstadt,True,"Klinikum Ingolstadt, 25, Krumenauerstraße, Friedrichshofen, Friedrichshofen-Hollerstauden, Ingolstadt, Bayern, 85049, Deutschland",48.7694308,11.3772507,klinikum ingolstadt
HELIOS Amper-Klinikum Dachau,"Krankenhausstr. 15, 85221 Dachau, Bayern",Überregionale Stroke Unit,helios amper-klinikum dachau,False,"Krankenhausstr. 15, 85221 Dachau, 15, Krankenhausstraße, Steinkirchen, Webling, Dachau, Landkreis Dachau, Bayern, 85221, Deutschland",48.2649268,11.4288371,helios amper-klinikum dachau
Ilmtalklinik Pfaffenhofen,"Krankenhausstr. 70, 85276 Pfaffenhofen, Bayern",Regionale Stroke Unit,ilmtalklinik pfaffenhofen,False,"Eingang Liegendkranke, 70, Krankenhausstraße, Pfaffenhofen an der Ilm, Landkreis Pfaffenhofen an der Ilm, Bayern, 85276, Deutschland",48.5180908,11.4991655,ilmtalklinik pfaffenhofen
Klinikum Freising GmbH,"Alois-Steinecker-Str. 18, 85354 Freising, Bayern",Telemedizinisch vernetzte Stroke Unit,klinikum freising gmbh,False,"Klinikum Freising, 18, Alois-Steinecker-Straße, Eichenfeldsiedlung, Freising Nord, Freising, Landkreis Freising, Bayern, 85354, Deutschland",48.4050378,11.7446064,klinikum freising gmbh
Klinikum Landkreis Erding,"Bajuwarenstr. 5, 85435 Erding, Bayern",Telemedizinisch vernetzte Stroke Unit,klinikum landkreis erding,False,"5, Bajuwarenstraße, Klettham, Altenerding, Erding, Landkreis Erding, Bayern, 85435, Deutschland",48.2945618,11.8964404,klinikum landkreis erding
kbo-Isar-Amper-Klinikum München-Ost,"Vockestr. 72, 85540 Haar, Bayern",Regionale Stroke Unit,kbo-isar-amper-klinikum münchen-ost,False,"Verwaltung IAK-MO, 72, Vockestraße, Eglfing, Haar, Landkreis München, Bayern, 85540, Deutschland",48.117152,11.7434122,kbo-isar-amper-klinikum münchen-ost
Kreisklinik Ebersberg,"Pfarrer-Guggetzer-Str. 3, 85560 Ebersberg, Bayern",Telemedizinisch vernetzte Stroke Unit,kreisklinik ebersberg,False,"Kreisklinik Ebersberg, 3, Pfarrer-Guggetzer-Straße, Hupfauer Höhe, Aßlkofen, Ebersberg, Landkreis Ebersberg, Bayern, 85560, Deutschland",48.0763184,11.9604748,kreisklinik ebersberg
Universitätsklinikum Augsburg,"Stenglinstr. 2, 86156 Augsburg, Bayern",Überregionale Stroke Unit,universitätsklinikum augsburg,True,"Universitätsklinikum Augsburg, 2, Stenglinstraße, Kriegshaber, Augsburg, Bayern, 86156, Deutschland",48.3848965,10.8396834,universitätsklinikum augsburg
"Klinikverbund Allgäu gGmbH, Klinikum Kempten","Robert-Weixler-Str. 50, 87439 Kempten, Bayern",Überregionale Stroke Unit,klinikverbund allgäu ggmbh klinikum kempten,False,"Robert-Weixler-Straße, Thingers, Kempten (Allgäu), Bayern, 87439, Deutschland",47.7317312,10.3012769,"klinikverbund allgäu ggmbh, klinikum kempten"
"Kliniken Ostallgäu-Kaufbeuren, Klinikum Kaufbeuren","Dr.-Gutermann-Str. 2, 87600 Kaufbeuren, Bayern",Regionale Stroke Unit,kliniken ostallgäu-kaufbeuren klinikum kaufbeuren,False,"Klinikum Kaufbeuren Ostallgäu, 2, Dr.-Gutermann-Straße, Am Kaiserweiher, Kaufbeuren, Bayern, 87600, Deutschland",47.8880549,10.610978,"kliniken ostallgäu-kaufbeuren, klinikum kaufbeuren"
Klinikum Memmingen,"Bismarckstr. 23, 87700 Memmingen, Bayern",Regionale Stroke Unit,klinikum memmingen,False,"Klinikum Memmingen, 23, Bismarckstraße, Oberesch, Buxachtal, Memmingen, Bayern, 87700, Deutschland",47.9824646,10.1689987,klinikum memmingen
Klinikum Friedrichshafen GmbH,"Röntgenstr. 2, 88048 Friedrichshafen, Baden-Württemberg",Regionale Stroke Unit,klinikum friedrichshafen gmbh,False,"Klinikum Friedrichshafen, 2, Röntgenstraße, Manzell, Friedrichshafen, Verwaltungsgemeinschaft Friedrichshafen, Bodenseekreis, Baden-Württemberg, 88048, Deutschland",47.6728136,9.4300011,klinikum friedrichshafen gmbh
OSK St. Elisabethen-Klinikum,"Elisabethenstr. 15, 88212 Ravensburg, Baden-Württemberg",Überregionale Stroke Unit,osk st elisabethen-klinikum,True,"D, 15, Elisabethenstraße, Kammerbrühl, Nordstadt, Ravensburg, Verwaltungsverband Mittleres Schussental, Landkreis Ravensburg, Baden-Württemberg, 88212, Deutschland",47.7876455,9.6215075,osk st. elisabethen-klinikum
Sana Klinikum Landkreis Biberach,"Marie-Curie-Str. 4, 88400 Biberach, Baden-Württemberg",Regionale Stroke Unit,sana klinikum landkreis biberach,False,"4, Marie-Curie-Straße, Biberach an der Riß, Verwaltungsgemeinschaft Biberach an der Riß, Landkreis Biberach, Baden-Württemberg, 88400, Deutschland",48.1127032,9.7804263,sana klinikum landkreis biberach
RKU - Universitäts- und Rehabilitationskliniken Ulm gGmbH,"Virchowstraße 58, 89081 Ulm, Baden-Württemberg",Überregionale Stroke Unit,rku - universitäts- und rehabilitationskliniken ulm ggmbh,True,"58, Virchowstraße, Eselsberg, Ulm, Baden-Württemberg, 89075, Deutschland",48.4151088,9.9375732,rku - universitäts- und rehabilitationskliniken ulm ggmbh
Bundeswehrkrankenhaus Ulm,"Eselsbergsteige 145, 89081 Ulm, Baden-Württemberg",Regionale Comprehensive Stroke Unit,bundeswehrkrankenhaus ulm,False,"145, Eselsbergsteige, Eselsberg, Ulm, Baden-Württemberg, 89075, Deutschland",48.4141482,9.9472182,bundeswehrkrankenhaus ulm
Bezirkskrankenhaus Günzburg,"Lindenallee 2, 89312 Günzburg, Bayern",Überregionale Stroke Unit,bezirkskrankenhaus günzburg,True,"Therapeutisches Reiten, 2, Lindenallee, Reisensburg, Nornheim, Günzburg, Landkreis Günzburg, Bayern, 89312, Deutschland",48.4592384,10.2963769,bezirkskrankenhaus günzburg
Klinikum Heidenheim,"Schloßhaustr. 100, 89522 Heidenheim, Baden-Württemberg",Regionale Stroke Unit,klinikum heidenheim,False,"100, Schloßhaustraße, Schwesternwohnheim, Heidenheim an der Brenz, Verwaltungsgemeinschaft Heidenheim an der Brenz, Landkreis Heidenheim, Baden-Württemberg, 89522, Deutschland",48.6722184,10.1406,klinikum heidenheim
Klinikum Nürnberg Süd,"Kreuzburger Straße 1, 90471 Nürnberg, Bayern",Überregionale Stroke Unit,klinikum nürnberg süd,False,"Harley-Davidson, 1, Kreuzburger Straße, Langwasser Südost, Langwasser, Nürnberg, Bayern, 90471, Deutschland",49.4114452,11.1416462,klinikum nürnberg süd
Krankenhaus Rummelsberg GmbH,"Rummelsberg 71, 90592 Schwarzenbruck, Bayern",Regionale Stroke Unit,krankenhaus rummelsberg gmbh,False,"Wichernhaus, 71, Rummelsberg, Fröschau, Rummelsberg, Schwarzenbruck, Landkreis Nürnberger Land, Bayern, 90592, Deutschland",49.3619289,11.2639441,krankenhaus rummelsberg gmbh
Klinikum Fürth,"Jakob-Henle-Str. 1, 90766 Fürth, Bayern",Überregionale Stroke Unit,klinikum fürth,False,"1, Jakob-Henle-Straße, Schwand, Fürth, Bayern, 90766, Deutschland",49.4838721,10.9721191,klinikum fürth
Universitätsklinikum Erlangen,"Schwabachanlage 6, 91054 Erlangen, Bayern",Überregionale Stroke Unit,universitätsklinikum erlangen,True,"Kopfkliniken, 6, Schwabachanlage, Burgberg, Erlangen, Bayern, 91054, Deutschland",49.6029905,11.007665,universitätsklinikum erlangen
Diakoneo Klinik Schwabach gGmbH,"Berchtoldstr. 23, 91126 Schwabach, Bayern",Regionale Stroke Unit,diakoneo klinik schwabach ggmbh,False,"23, Berchtoldstraße, Nasbach, Unterreichenbach, Schwabach, Bayern, 91126, Deutschland",49.3343589,11.0124422,diakoneo klinik schwabach ggmbh
Kreisklinik Roth,"Weinbergweg 14, 91154 Roth, Bayern",Telemedizinisch vernetzte Stroke Unit,kreisklinik roth,False,"Kreisklinik Roth, 14, Weinbergweg, Kiliansdorf, Roth, Landkreis Roth, Bayern, 91154, Deutschland",49.2356345,11.0721655,kreisklinik roth
Klinikum Forchheim,"Krankenhausstr. 10, 91301 Forchheim, Bayern",Telemedizinisch vernetzte Stroke Unit,klinikum forchheim,False,"10, Krankenhausstraße, Forchheim, Landkreis Forchheim, Bayern, 91301, Deutschland",49.7133072,11.0793153,klinikum forchheim
ANregiomed Klinikum Ansbach,"Escherichstr. 1, 91522 Ansbach, Bayern",Regionale Stroke Unit,anregiomed klinikum ansbach,False,"Klinikum Ansbach, 1, Escherichstraße, Weinbergplateau, Neuses, Ansbach, Bayern, 91522, Deutschland",49.3206271,10.5591221,anregiomed klinikum ansbach
ANregiomed Klinik Dinkelsbühl,"Crailsheimer Str. 6, 91550 Dinkelsbühl, Bayern",Telemedizinisch vernetzte Stroke Unit,anregiomed klinik dinkelsbühl,False,"Klinik Dinkelsbühl, 6, Crailsheimer Straße, Maulmacher, Dinkelsbühl, Landkreis Ansbach, Bayern, 91550, Deutschland",49.0749163,10.3178151,anregiomed klinik dinkelsbühl
Klinikum Altmühlfranken Gunzenhausen,"Albert-Schweitzer-Str. 90, 91710 Gunzenhausen, Bayern",Telemedizinisch vernetzte Stroke Unit,klinikum altmühlfranken gunzenhausen,False,"Klinikum Altmühlfranken Gunzenhausen, 90, Albert-Schweitzer-Straße, Lohmühle, Gunzenhausen, Landkreis Weißenburg-Gunzenhausen, Bayern, 91710, Deutschland",49.1080799,10.7739425,klinikum altmühlfranken gunzenhausen
Klinikum St. Marien Amberg,"Mariahilfbergweg 30, 92224 Amberg, Bayern",Überregionale Stroke Unit,klinikum st marien amberg,False,"30, Mariahilfbergweg, Amberg, Bayern, 92224, Deutschland",49.4476585,11.8682962,klinikum st. marien amberg
